order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
1736,18,30,Roll,2024-10-03,20:00:00,Delivered,554.85
1737,12,2,Burger,2025-05-31,14:34:00,Confirmed,546.5
1738,16,31,Roll,2024-10-15,22:41:00,Delivered,814.45
1739,30,42,Biryani,2025-01-27,16:15:00,Confirmed,718.98
1740,20,45,Sandwich,2025-02-01,10:58:00,Pending,1173.49
1741,19,41,Pasta,2025-05-10,14:33:00,Confirmed,1104.23
1742,6,17,Pizza,2025-04-17,16:47:00,Cancelled,1495.9
1743,15,69,Noodles,2025-07-11,17:18:00,Cancelled,1362.25
1744,4,44,Biryani,2025-03-27,10:04:00,Confirmed,479.24
1745,22,1,Thali,2025-03-06,10:08:00,Cancelled,842.48
1746,21,63,Salad,2025-02-07,20:33:00,Confirmed,1378.99
1747,7,54,Roll,2024-11-22,13:55:00,Cancelled,930.5
1748,25,47,Pizza,2025-06-09,19:46:00,Confirmed,830.4
1749,28,41,Pizza,2024-11-13,16:31:00,Confirmed,1016.04
1750,15,23,Sandwich,2024-10-14,11:22:00,Cancelled,167.54
1751,18,7,Soup,2024-10-08,16:02:00,Pending,454.71
1752,10,15,Biryani,2024-09-02,19:55:00,Delivered,1378.03
1753,17,67,Biryani,2025-03-06,19:50:00,Pending,906.05
1754,10,60,Pasta,2024-09-11,10:00:00,Cancelled,926.58
1755,9,1,Biryani,2024-11-02,22:17:00,Delivered,1411.45
1756,14,12,Sandwich,2025-03-28,11:59:00,Cancelled,1254.14
1757,8,23,Burger,2024-12-26,10:43:00,Confirmed,809.03
1758,1,48,Soup,2025-06-21,19:41:00,Cancelled,1299.64
1759,6,28,Thali,2024-09-17,16:10:00,Delivered,1249.53
1760,8,18,Pizza,2024-10-23,11:56:00,Cancelled,928.1
1761,10,46,Burger,2024-12-09,20:08:00,Pending,1492.08
1762,12,34,Thali,2025-04-16,17:54:00,Delivered,948.23
1763,4,56,Biryani,2025-07-21,18:17:00,Cancelled,528.78
1764,20,10,Roll,2025-05-31,12:57:00,Pending,1431.04
1765,2,60,Noodles,2024-11-22,16:32:00,Cancelled,1336.85
1766,13,23,Roll,2024-09-04,12:21:00,Confirmed,212.02
1767,27,13,Noodles,2024-12-25,13:54:00,Delivered,577.05
1768,31,31,Pasta,2025-04-04,16:46:00,Cancelled,934.9
1769,33,40,Salad,2024-12-19,11:32:00,Cancelled,350.03
1770,34,24,Pasta,2024-10-31,17:03:00,Confirmed,719.74
1771,11,29,Pasta,2025-04-15,22:46:00,Pending,566.69
1772,35,52,Salad,2025-03-22,20:18:00,Cancelled,571.11
1773,14,7,Sandwich,2025-02-24,21:50:00,Pending,304.56
1774,15,17,Biryani,2025-01-02,14:17:00,Confirmed,686.38
1775,24,49,Soup,2024-11-09,20:27:00,Delivered,1170.91
1776,31,25,Biryani,2025-01-22,17:00:00,Confirmed,953.9
1777,25,42,Sandwich,2025-05-24,13:14:00,Cancelled,169.24
1778,4,51,Salad,2024-12-07,13:57:00,Delivered,1334.99
1779,15,61,Roll,2025-05-20,10:51:00,Confirmed,327.97
1780,28,63,Pizza,2025-03-11,21:44:00,Confirmed,1494.84
1781,21,43,Burger,2024-10-27,12:29:00,Confirmed,1184.63
1782,32,1,Burger,2024-12-02,19:15:00,Delivered,495.04
1783,3,30,Biryani,2025-07-30,21:20:00,Delivered,312.33
1784,22,53,Pasta,2025-01-29,21:35:00,Confirmed,617.61
1785,25,40,Biryani,2024-12-09,17:31:00,Pending,167.09
1786,7,27,Roll,2025-01-14,20:37:00,Pending,1035.01
1787,24,60,Sandwich,2025-07-11,12:46:00,Confirmed,169.54
1788,28,35,Pizza,2025-05-02,21:33:00,Delivered,526.49
1789,22,45,Salad,2025-02-25,16:17:00,Cancelled,1446.82
1790,21,58,Pizza,2025-01-10,12:32:00,Cancelled,1200.35
1791,16,22,Burger,2025-04-20,21:29:00,Cancelled,793.07
1792,13,22,Soup,2025-08-11,12:07:00,Confirmed,182.13
1793,31,63,Noodles,2025-08-09,18:45:00,Pending,351.96
1794,19,43,Pasta,2025-02-06,21:18:00,Confirmed,1442.95
1795,1,18,Burger,2025-05-08,11:03:00,Confirmed,827.7
1796,19,3,Biryani,2024-11-23,13:02:00,Cancelled,1079.6
1797,8,68,Biryani,2024-11-08,12:32:00,Cancelled,636.43
1798,34,18,Soup,2024-12-29,15:07:00,Confirmed,1468.66
1799,11,51,Soup,2025-07-30,16:58:00,Confirmed,1312.97
1800,24,44,Sandwich,2024-10-12,19:22:00,Pending,654.17
1801,3,45,Sandwich,2025-02-14,10:17:00,Pending,964.23
1802,24,27,Pizza,2024-11-12,22:05:00,Pending,841.21
1803,31,26,Burger,2025-05-04,12:03:00,Cancelled,1019.04
1804,20,36,Burger,2025-05-02,16:13:00,Delivered,812.12
1805,26,10,Salad,2024-11-20,12:05:00,Cancelled,1005.72
1806,33,20,Pasta,2025-02-23,12:20:00,Delivered,785.1
1807,15,6,Thali,2025-01-03,13:10:00,Cancelled,584.91
1808,35,49,Roll,2025-01-16,19:58:00,Pending,291.01
1809,13,2,Noodles,2025-06-10,12:03:00,Pending,969.8
1810,12,32,Salad,2025-06-24,20:39:00,Delivered,376.34
1811,19,4,Pasta,2024-09-19,20:26:00,Pending,230.23
1812,16,67,Burger,2024-09-18,11:41:00,Pending,1140.41
1813,7,66,Salad,2025-03-01,14:54:00,Pending,774.08
1814,25,67,Burger,2025-06-05,14:25:00,Confirmed,1234.63
1815,2,10,Salad,2024-09-14,15:47:00,Pending,1077.55
1816,5,67,Burger,2025-04-01,10:12:00,Pending,1320.79
1817,23,65,Thali,2024-10-30,10:26:00,Pending,815.2
1818,29,46,Roll,2025-04-12,18:26:00,Delivered,1447.44
1819,3,17,Sandwich,2024-08-29,19:15:00,Pending,447.75
1820,16,48,Soup,2024-09-06,21:26:00,Confirmed,377.06
1821,19,8,Sandwich,2025-08-24,22:01:00,Cancelled,952.7
1822,23,70,Pasta,2025-02-14,14:32:00,Cancelled,1389.33
1823,16,52,Thali,2025-08-12,16:45:00,Delivered,233.93
1824,5,25,Pizza,2025-01-21,20:27:00,Confirmed,1436.38
1825,18,37,Soup,2025-02-11,18:09:00,Delivered,1264.91
1826,4,30,Roll,2024-08-29,15:58:00,Delivered,339.47
1827,25,47,Thali,2025-03-19,10:14:00,Delivered,1497.55
1828,29,55,Burger,2024-12-27,10:10:00,Cancelled,458.07
1829,25,67,Pasta,2024-11-06,20:29:00,Pending,681.02
1830,9,22,Burger,2024-11-07,12:47:00,Cancelled,1281.13
1831,34,62,Soup,2025-02-07,18:32:00,Cancelled,1342.32
1832,23,45,Soup,2024-10-29,17:44:00,Delivered,167.2
1833,25,65,Salad,2024-12-23,20:29:00,Delivered,1169.65
1834,26,18,Roll,2025-07-28,11:02:00,Pending,178.99
1835,33,18,Sandwich,2024-12-15,11:20:00,Delivered,899.68
1836,15,27,Soup,2025-02-08,18:07:00,Delivered,590.66
1837,11,32,Sandwich,2024-10-20,14:04:00,Cancelled,726.51
1838,23,1,Noodles,2025-02-05,10:16:00,Cancelled,664.4
1839,35,59,Soup,2024-09-15,13:03:00,Pending,1292.16
1840,3,52,Roll,2025-07-22,10:43:00,Pending,1025.63
1841,1,19,Biryani,2024-09-07,16:54:00,Delivered,1405.75
1842,11,41,Noodles,2024-11-09,11:28:00,Delivered,764.11
1843,5,23,Burger,2025-01-29,12:56:00,Pending,663.77
1844,19,44,Pizza,2024-12-25,15:26:00,Confirmed,712.84
1845,30,31,Noodles,2025-07-29,13:26:00,Delivered,1242.75
1846,19,62,Roll,2024-11-09,13:46:00,Pending,878.14
1847,13,6,Sandwich,2024-12-14,18:42:00,Confirmed,1292.07
1848,32,39,Sandwich,2025-05-06,14:48:00,Cancelled,314.84
1849,30,11,Salad,2025-04-12,19:40:00,Delivered,423.81
1850,18,20,Pizza,2025-08-05,14:39:00,Delivered,392.47
1851,19,36,Sandwich,2025-07-10,20:44:00,Pending,1488.6
1852,24,16,Sandwich,2025-04-13,20:41:00,Cancelled,348.97
1853,17,30,Thali,2025-03-05,16:10:00,Confirmed,975.37
1854,15,38,Burger,2025-05-25,13:25:00,Pending,807.6
1855,3,25,Pasta,2024-09-02,19:27:00,Cancelled,372.45
1856,12,17,Sandwich,2025-05-14,15:40:00,Delivered,1028.83
1857,32,50,Sandwich,2024-11-12,17:40:00,Confirmed,1374.09
1858,14,22,Pasta,2024-10-16,13:54:00,Delivered,250.56
1859,11,34,Sandwich,2025-06-03,13:25:00,Confirmed,1378.17
1860,15,32,Burger,2025-05-21,17:11:00,Confirmed,668.46
1861,34,8,Burger,2025-01-02,10:08:00,Cancelled,987
1862,31,62,Pizza,2024-11-18,10:11:00,Confirmed,1173.94
1863,30,45,Sandwich,2025-05-04,11:30:00,Delivered,221.83
1864,26,32,Pizza,2025-03-11,12:44:00,Confirmed,297.17
1865,31,54,Noodles,2025-03-15,20:46:00,Cancelled,920.26
1866,35,46,Biryani,2024-09-19,22:45:00,Pending,645.93
1867,26,52,Biryani,2025-04-26,13:38:00,Pending,970.63
1868,29,48,Salad,2025-07-16,10:57:00,Confirmed,637.18
1869,26,3,Pizza,2024-12-10,15:26:00,Pending,1198.42
1870,21,16,Sandwich,2025-06-13,21:19:00,Cancelled,1391.32
1871,22,59,Pasta,2025-05-30,19:35:00,Cancelled,824.25
1872,31,43,Soup,2025-04-23,12:04:00,Cancelled,1401.92
1873,33,31,Noodles,2024-12-13,11:25:00,Cancelled,1273.48
1874,23,44,Pizza,2024-11-30,21:36:00,Delivered,827.7
1875,1,18,Pasta,2025-03-17,17:12:00,Cancelled,1113.5
1876,26,60,Noodles,2025-05-08,18:42:00,Delivered,941.78
1877,17,27,Pasta,2025-03-06,12:32:00,Cancelled,1123.98
1878,6,34,Thali,2025-02-14,15:23:00,Cancelled,964.06
1879,7,19,Roll,2025-04-06,18:23:00,Delivered,252.64
1880,27,33,Burger,2024-11-15,22:04:00,Delivered,1210.13
1881,13,43,Biryani,2025-02-22,16:30:00,Confirmed,274.7
1882,33,65,Thali,2024-12-18,12:01:00,Delivered,397.1
1883,14,23,Pasta,2024-11-06,16:14:00,Cancelled,703.06
1884,16,61,Biryani,2024-11-25,13:07:00,Confirmed,743.81
1885,30,67,Pasta,2024-11-20,18:04:00,Pending,498.18
1886,28,23,Roll,2025-02-18,22:21:00,Cancelled,1416.51
1887,2,31,Sandwich,2024-10-16,15:17:00,Pending,1354.5
1888,17,40,Pizza,2024-09-10,19:12:00,Cancelled,170.18
1889,34,66,Soup,2025-07-06,13:15:00,Pending,1295.18
1890,29,2,Biryani,2025-05-27,19:03:00,Pending,470.46
1891,12,61,Thali,2025-04-29,22:19:00,Confirmed,1268.69
1892,2,33,Salad,2025-07-16,20:17:00,Pending,862.29
1893,24,55,Salad,2025-03-11,22:33:00,Pending,695.77
1894,14,20,Biryani,2024-10-25,22:36:00,Delivered,1383.76
1895,1,59,Sandwich,2024-12-01,21:38:00,Pending,221.02
1896,30,6,Burger,2025-07-19,19:52:00,Pending,967.22
1897,3,25,Pizza,2025-06-22,15:17:00,Delivered,771.76
1898,15,31,Noodles,2025-05-17,20:28:00,Delivered,590.07
1899,11,4,Soup,2025-01-03,20:22:00,Delivered,405.93
1900,31,48,Biryani,2024-10-10,21:50:00,Delivered,525.39
1901,12,50,Thali,2024-09-30,14:01:00,Pending,927.19
1902,3,23,Pasta,2025-06-13,10:00:00,Confirmed,204.7
1903,8,14,Salad,2024-09-01,10:29:00,Cancelled,1178.54
1904,10,62,Soup,2025-06-25,11:10:00,Cancelled,797.73
1905,28,47,Burger,2024-10-01,10:22:00,Delivered,1240.42
1906,9,16,Pasta,2025-08-20,17:56:00,Pending,1312.71
1907,29,68,Roll,2025-04-30,17:49:00,Cancelled,658.74
1908,22,36,Thali,2025-07-24,17:04:00,Delivered,582.49
1909,23,65,Sandwich,2025-06-30,20:39:00,Pending,1358.98
1910,27,47,Biryani,2025-08-17,21:18:00,Cancelled,265.49
1911,30,62,Salad,2024-10-02,10:01:00,Cancelled,1417.85
1912,16,23,Thali,2025-01-09,10:39:00,Pending,791.45
1913,3,35,Noodles,2025-08-23,21:38:00,Cancelled,695.07
1914,24,24,Noodles,2025-03-29,13:02:00,Confirmed,403.24
1915,11,7,Thali,2025-02-11,12:37:00,Pending,605.87
1916,25,48,Thali,2024-10-17,16:43:00,Confirmed,829.88
1917,33,56,Burger,2024-11-26,14:38:00,Cancelled,746.21
1918,23,13,Pizza,2024-10-08,18:46:00,Delivered,626
1919,19,2,Roll,2025-06-21,20:39:00,Pending,631.36
1920,17,46,Biryani,2025-08-19,14:27:00,Cancelled,1196.26
1921,34,54,Pasta,2024-10-03,19:49:00,Confirmed,898.76
1922,31,29,Roll,2025-02-17,21:35:00,Pending,1428.63
1923,6,52,Thali,2025-04-21,20:52:00,Cancelled,928.86
1924,22,5,Salad,2024-12-02,21:46:00,Pending,1244.79
1925,24,27,Noodles,2025-03-09,20:21:00,Cancelled,717.92
1926,16,32,Noodles,2025-03-22,11:20:00,Delivered,421.38
1927,23,21,Pizza,2024-09-03,16:23:00,Cancelled,1177.72
1928,28,59,Burger,2024-12-23,19:12:00,Confirmed,1336.78
1929,11,56,Pasta,2024-11-13,12:11:00,Delivered,1146.59
1930,24,37,Thali,2025-05-19,18:42:00,Pending,377.89
1931,12,40,Sandwich,2024-10-29,17:22:00,Cancelled,878.13
1932,24,6,Noodles,2025-05-14,12:38:00,Confirmed,1110.59
1933,1,37,Soup,2025-02-12,22:24:00,Delivered,900.06
1934,16,55,Sandwich,2025-02-26,16:47:00,Confirmed,1158.55
1935,21,27,Roll,2024-12-08,13:36:00,Pending,466.32
1936,17,25,Pasta,2025-04-22,16:20:00,Pending,1457.92
1937,15,27,Roll,2025-03-31,21:35:00,Confirmed,469.65
1938,20,62,Thali,2024-12-27,17:01:00,Confirmed,1100.29
1939,28,58,Noodles,2024-10-04,13:25:00,Confirmed,1468.2
1940,13,2,Pizza,2025-01-06,20:31:00,Pending,1425.84
1941,14,4,Biryani,2025-03-27,11:43:00,Cancelled,689.15
1942,20,8,Soup,2024-10-27,12:46:00,Delivered,502.98
1943,11,48,Burger,2024-09-30,17:08:00,Delivered,1036.33
1944,13,38,Biryani,2024-10-25,10:57:00,Delivered,236.82
1945,12,53,Burger,2025-04-01,16:26:00,Cancelled,166.88
1946,22,61,Thali,2024-12-21,12:02:00,Cancelled,886.69
1947,20,9,Noodles,2024-11-04,20:15:00,Pending,409.36
1948,15,17,Pasta,2025-02-02,22:50:00,Delivered,284.9
1949,1,35,Roll,2024-10-16,11:05:00,Confirmed,544.78
1950,10,28,Noodles,2024-10-26,19:09:00,Cancelled,949.25
1951,31,37,Pasta,2025-07-23,20:19:00,Pending,1415.44
1952,27,21,Salad,2025-07-01,19:47:00,Cancelled,1061.49
1953,6,3,Roll,2025-06-18,18:25:00,Pending,211.97
1954,15,18,Sandwich,2024-11-25,10:03:00,Confirmed,1382.92
1955,29,31,Soup,2025-08-11,20:49:00,Pending,654.9
1956,6,25,Biryani,2025-06-22,10:48:00,Pending,987.87
1957,23,10,Roll,2025-04-06,15:27:00,Delivered,1113.95
1958,30,43,Salad,2025-01-25,13:23:00,Cancelled,639.79
1959,2,40,Noodles,2024-12-25,18:22:00,Delivered,349.81
1960,5,29,Burger,2025-08-11,21:21:00,Confirmed,1351.21
1961,26,60,Roll,2024-11-01,19:17:00,Cancelled,336.91
1962,10,19,Thali,2025-07-06,12:32:00,Delivered,1455.08
1963,16,54,Soup,2024-11-28,22:29:00,Pending,562.6
1964,32,1,Noodles,2025-08-01,19:58:00,Pending,759.05
1965,25,23,Biryani,2025-07-17,15:59:00,Pending,590.96
1966,33,38,Salad,2024-10-13,12:05:00,Delivered,984.3
1967,13,16,Sandwich,2024-10-14,16:08:00,Confirmed,766.13
1968,19,43,Roll,2024-11-13,14:57:00,Pending,1072.07
1969,10,2,Salad,2024-12-08,16:40:00,Cancelled,545.37
1970,15,60,Burger,2025-02-18,16:57:00,Confirmed,1140.91
1971,1,7,Salad,2025-02-16,19:30:00,Cancelled,1046.27
1972,22,30,Roll,2024-10-05,10:34:00,Pending,1052.29
1973,33,40,Salad,2025-07-05,19:05:00,Cancelled,242.03
1974,35,56,Pizza,2025-05-22,21:35:00,Confirmed,674.73
1975,29,12,Burger,2024-10-01,13:00:00,Confirmed,1301.52
1976,17,12,Noodles,2025-04-11,10:02:00,Confirmed,1434.36
1977,6,21,Thali,2025-03-03,13:50:00,Confirmed,544.76
1978,23,67,Pizza,2025-03-11,15:06:00,Confirmed,1192.01
1979,10,42,Soup,2025-05-17,21:27:00,Pending,712.49
1980,33,6,Pizza,2024-09-10,17:36:00,Cancelled,418.91
1981,30,9,Thali,2024-11-16,21:03:00,Cancelled,1369.58
1982,34,60,Noodles,2024-09-15,19:28:00,Confirmed,241.83
1983,1,9,Burger,2025-06-18,17:22:00,Cancelled,1444.17
1984,21,64,Salad,2024-12-28,22:31:00,Cancelled,351.72
1985,25,16,Noodles,2025-08-25,15:18:00,Confirmed,479.51
1986,16,34,Sandwich,2024-09-04,18:05:00,Confirmed,1193.37
1987,32,20,Pizza,2025-01-09,20:59:00,Pending,195.95
1988,29,24,Soup,2024-11-11,21:12:00,Delivered,157.23
1989,5,10,Sandwich,2024-10-04,21:52:00,Cancelled,521.61
1990,27,67,Salad,2025-04-19,12:47:00,Pending,705.79
1991,14,5,Thali,2024-10-17,22:42:00,Confirmed,813.32
1992,10,31,Salad,2024-11-02,21:36:00,Cancelled,1297.12
1993,11,30,Noodles,2025-02-10,14:04:00,Pending,287.6
1994,8,64,Pizza,2025-07-09,11:58:00,Pending,223.84
1995,10,49,Pasta,2024-12-02,22:46:00,Pending,796.18
1996,23,50,Salad,2025-02-27,10:33:00,Pending,1351.93
1997,24,24,Pasta,2025-03-17,19:00:00,Confirmed,969.94
1998,26,46,Biryani,2025-01-18,11:17:00,Confirmed,1096.91
1999,5,63,Noodles,2024-11-25,14:04:00,Pending,913.89
2000,12,31,Noodles,2025-01-03,17:33:00,Cancelled,177.18
2001,16,4,Sandwich,2025-06-09,14:42:00,Cancelled,1432.38
2002,31,47,Pizza,2025-05-23,16:28:00,Cancelled,1096.21
2003,20,6,Soup,2025-04-13,14:37:00,Confirmed,1396.29
2004,10,70,Pasta,2024-09-14,11:30:00,Pending,667.26
2005,15,26,Soup,2024-09-01,14:51:00,Cancelled,548.83
2006,33,57,Roll,2025-04-18,21:42:00,Confirmed,407.82
2007,33,14,Roll,2025-07-11,14:38:00,Cancelled,1125.42
2008,7,36,Roll,2024-09-13,19:22:00,Pending,156.26
2009,33,25,Pasta,2025-07-30,19:55:00,Cancelled,1402.47
2010,12,17,Biryani,2024-12-21,19:35:00,Delivered,634.45
2011,11,66,Sandwich,2025-02-18,19:21:00,Delivered,440.89
2012,7,16,Biryani,2025-07-16,18:16:00,Delivered,784.07
2013,5,43,Soup,2025-03-28,22:20:00,Pending,1008.46
2014,7,64,Roll,2024-09-21,19:44:00,Delivered,1449.41
2015,34,62,Roll,2024-09-21,22:34:00,Pending,482.17
2016,2,40,Pasta,2025-07-13,21:58:00,Confirmed,699.12
2017,24,25,Thali,2024-12-28,18:06:00,Cancelled,1286.99
2018,29,70,Roll,2025-04-28,10:57:00,Pending,672.69
2019,26,13,Biryani,2025-02-26,17:53:00,Cancelled,1163.21
2020,17,25,Salad,2025-06-05,19:31:00,Delivered,1207.01
2021,25,44,Salad,2024-09-22,14:58:00,Confirmed,575.75
2022,18,14,Roll,2025-01-09,14:24:00,Confirmed,1130.46
2023,30,48,Sandwich,2024-11-23,12:01:00,Delivered,1114.71
2024,19,18,Salad,2025-05-22,10:36:00,Pending,699.08
2025,4,37,Soup,2025-05-31,22:39:00,Confirmed,559.78
2026,1,61,Salad,2024-12-19,14:51:00,Delivered,1493.1
2027,3,29,Salad,2025-07-11,21:42:00,Pending,1039.55
2028,32,47,Salad,2025-05-24,19:45:00,Cancelled,536.22
2029,12,16,Roll,2024-11-30,14:25:00,Confirmed,407.48
2030,17,12,Sandwich,2025-04-23,17:35:00,Cancelled,666.43
2031,10,61,Salad,2025-03-14,15:07:00,Pending,633.01
2032,16,56,Salad,2024-09-18,22:38:00,Cancelled,311.43
2033,19,16,Biryani,2025-06-21,11:40:00,Confirmed,150.05
2034,26,67,Noodles,2025-05-10,12:55:00,Delivered,268.17
2035,4,25,Thali,2025-06-13,18:17:00,Pending,374.36
2036,26,30,Biryani,2024-09-30,20:16:00,Cancelled,514.01
2037,14,3,Thali,2024-09-03,18:18:00,Delivered,1441.81
2038,9,48,Pasta,2025-08-01,13:49:00,Delivered,391.43
2039,34,56,Noodles,2024-09-10,22:02:00,Pending,863.88
2040,18,19,Soup,2025-06-23,18:52:00,Delivered,1176.32
2041,32,70,Noodles,2025-07-11,17:30:00,Cancelled,1247.69
2042,5,4,Noodles,2025-07-12,17:27:00,Cancelled,826.02
2043,13,2,Sandwich,2024-10-25,10:33:00,Confirmed,429.75
2044,9,67,Thali,2025-07-06,13:26:00,Confirmed,862.31
2045,30,3,Burger,2025-08-21,20:50:00,Delivered,974.44
2046,23,33,Biryani,2025-05-31,17:30:00,Delivered,400.4
2047,13,35,Thali,2024-11-05,16:40:00,Pending,1118.31
2048,5,63,Thali,2024-11-16,19:51:00,Confirmed,218.1
2049,3,52,Thali,2024-12-22,12:22:00,Confirmed,218.62
2050,16,18,Sandwich,2025-08-07,15:20:00,Cancelled,1483.09
2051,2,13,Burger,2025-06-23,12:08:00,Confirmed,864.1
2052,6,35,Soup,2025-01-30,11:40:00,Pending,655.02
2053,32,43,Noodles,2025-04-23,17:09:00,Cancelled,785.86
2054,22,33,Sandwich,2024-11-03,19:15:00,Pending,1204.19
2055,6,37,Noodles,2025-07-29,15:07:00,Confirmed,694.09
2056,29,9,Sandwich,2024-11-24,19:34:00,Pending,720.15
2057,3,18,Pasta,2024-12-31,17:03:00,Cancelled,484.98
2058,25,61,Thali,2025-07-18,16:16:00,Cancelled,1108.38
2059,5,29,Sandwich,2025-08-07,20:23:00,Cancelled,575.43
2060,27,66,Noodles,2025-02-26,15:39:00,Cancelled,238.18
2061,4,14,Biryani,2025-07-26,17:44:00,Pending,1301.69
2062,3,37,Biryani,2024-10-19,20:27:00,Delivered,1075.39
2063,33,23,Thali,2025-07-13,19:31:00,Delivered,346.79
2064,30,10,Pizza,2025-08-22,15:16:00,Cancelled,854.9
2065,13,63,Biryani,2024-11-18,12:53:00,Cancelled,462.1
2066,33,41,Thali,2025-07-05,15:29:00,Pending,458.29
2067,17,63,Biryani,2025-03-28,11:36:00,Cancelled,649.7
2068,7,65,Thali,2025-08-02,20:50:00,Cancelled,679.03
2069,17,50,Salad,2025-05-30,10:04:00,Pending,275.38
2070,2,14,Sandwich,2024-11-01,16:38:00,Pending,801.62
2071,20,30,Noodles,2025-05-15,11:53:00,Pending,545.13
2072,25,53,Biryani,2024-12-20,17:07:00,Cancelled,174.38
2073,20,37,Soup,2025-06-11,18:17:00,Pending,416.48
2074,11,3,Biryani,2024-12-05,21:50:00,Delivered,566.25
2075,14,45,Burger,2025-04-24,22:08:00,Pending,469.56
2076,16,9,Noodles,2025-03-24,10:10:00,Delivered,1321.25
2077,22,63,Noodles,2025-07-09,21:20:00,Delivered,1441.82
2078,30,64,Pizza,2024-10-12,15:22:00,Pending,860.42
2079,2,21,Pasta,2025-02-06,10:20:00,Cancelled,269.03
2080,5,69,Soup,2024-11-14,11:26:00,Delivered,1425.78
2081,11,6,Pizza,2024-12-05,10:57:00,Cancelled,1421.4
2082,9,58,Soup,2024-12-21,20:09:00,Pending,1029.56
2083,20,35,Noodles,2025-03-24,11:43:00,Cancelled,295.65
2084,21,67,Thali,2025-07-07,10:01:00,Delivered,521.37
2085,19,34,Pizza,2025-04-19,18:58:00,Pending,546.32
2086,10,45,Thali,2025-01-01,18:35:00,Pending,826.66
2087,15,13,Roll,2025-08-20,22:49:00,Cancelled,1366.51
2088,15,34,Pasta,2024-12-06,18:08:00,Delivered,334.15
2089,34,8,Pizza,2025-03-07,15:41:00,Delivered,188.74
2090,33,2,Sandwich,2024-09-17,12:32:00,Cancelled,1434.42
2091,30,69,Sandwich,2024-11-13,12:45:00,Delivered,1202.87
2092,16,14,Soup,2024-10-18,22:34:00,Pending,944.32
2093,15,68,Pasta,2024-10-23,10:48:00,Pending,799.55
2094,27,65,Salad,2025-01-09,21:10:00,Cancelled,1190.47
2095,26,12,Sandwich,2025-06-15,18:48:00,Pending,1453.79
2096,3,27,Pizza,2025-03-27,18:35:00,Cancelled,430.51
2097,6,10,Pizza,2025-03-18,21:10:00,Delivered,403.38
2098,15,3,Noodles,2025-05-03,20:41:00,Delivered,1145.53
2099,12,4,Biryani,2024-10-13,18:30:00,Delivered,1339.76
2100,10,54,Noodles,2025-03-23,11:25:00,Cancelled,1439.55
2101,6,36,Thali,2024-10-25,21:33:00,Pending,317.13
2102,16,67,Salad,2024-09-27,16:42:00,Cancelled,239.02
2103,11,17,Soup,2025-05-10,20:35:00,Pending,214.54
2104,15,69,Soup,2025-08-11,10:30:00,Confirmed,684.8
2105,35,47,Biryani,2025-03-31,18:48:00,Cancelled,1486.82
2106,3,60,Biryani,2025-06-21,17:57:00,Pending,706.18
2107,33,29,Soup,2025-02-03,16:48:00,Confirmed,1491.18
2108,25,22,Roll,2024-09-25,17:44:00,Pending,847.59
2109,28,27,Pasta,2024-10-01,15:32:00,Confirmed,500.48
2110,34,47,Pizza,2025-07-11,19:08:00,Cancelled,978.14
2111,1,70,Salad,2025-03-27,15:00:00,Confirmed,347.29
2112,15,59,Pizza,2024-11-25,21:43:00,Confirmed,531.39
2113,2,57,Soup,2025-03-05,15:23:00,Confirmed,535.02
2114,29,1,Pasta,2025-02-07,18:15:00,Cancelled,973.58
2115,11,56,Salad,2025-06-29,17:03:00,Delivered,771.89
2116,3,42,Noodles,2025-07-17,14:57:00,Delivered,164.13
2117,34,30,Roll,2025-06-01,19:00:00,Cancelled,318.69
2118,19,28,Soup,2025-07-04,19:53:00,Confirmed,369.23
2119,29,14,Thali,2024-12-09,21:56:00,Cancelled,350.6
2120,17,51,Biryani,2024-09-10,17:47:00,Delivered,1412.17
2121,32,47,Pizza,2025-05-03,18:56:00,Cancelled,1180.31
2122,16,54,Roll,2025-04-21,12:44:00,Pending,628.6
2123,31,63,Noodles,2025-02-03,13:05:00,Delivered,1235.98
2124,28,28,Biryani,2025-07-17,16:05:00,Confirmed,1297.25
2125,32,61,Burger,2024-10-24,19:34:00,Delivered,537.58
2126,3,48,Salad,2025-06-15,14:49:00,Cancelled,961.67
2127,31,54,Burger,2025-03-11,21:17:00,Cancelled,435.92
2128,24,26,Pasta,2025-08-03,15:53:00,Confirmed,311.27
2129,18,2,Thali,2024-11-29,11:55:00,Cancelled,365.64
2130,33,14,Noodles,2025-05-02,12:33:00,Pending,151.6
2131,35,16,Sandwich,2025-05-21,11:56:00,Confirmed,228.1
2132,9,18,Thali,2025-08-12,16:30:00,Delivered,1230.56
2133,2,38,Roll,2025-01-08,21:37:00,Delivered,783.33
2134,28,12,Noodles,2024-10-27,20:39:00,Delivered,593.57
2135,19,57,Burger,2024-12-09,11:57:00,Confirmed,753.11
2136,30,48,Pasta,2025-04-30,14:29:00,Pending,624.31
2137,22,33,Biryani,2025-08-14,14:20:00,Pending,278.76
2138,12,56,Pasta,2024-10-15,12:09:00,Cancelled,904.27
2139,35,65,Pasta,2025-04-15,11:52:00,Confirmed,484.67
2140,27,15,Burger,2024-12-17,17:07:00,Pending,1493.78
2141,20,38,Sandwich,2025-04-06,16:43:00,Delivered,1268.97
2142,26,5,Burger,2025-01-08,16:30:00,Confirmed,767.62
2143,29,56,Salad,2024-09-29,12:35:00,Cancelled,1142.86
